# NHTSA vPIC decode of every VIN in crash-test-vehicles.csv, retrieved 2026-09-21.
# error_code is vPIC's own: 0 decoded clean, 1 check digit wrong, 400 illegal characters.
# Regenerate with: go run ./tools/corpus vpic
vin,error_code,manufacturer,manufacturer_id,make,model,model_year,vehicle_type,plant_country
19XFA1F35BE006434,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2011,PASSENGER CAR,UNITED STATES (USA)
19XFA1F36BE009004,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2011,PASSENGER CAR,UNITED STATES (USA)
19XFB2F55DE074725,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2013,PASSENGER CAR,UNITED STATES (USA)
19XFB4F23DE001211,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2013,PASSENGER CAR,UNITED STATES (USA)
19XFB4F25DE200549,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2013,PASSENGER CAR,UNITED STATES (USA)
19XFB4F26DE200561,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2013,PASSENGER CAR,UNITED STATES (USA)
19XFB4F27DE200049,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2013,PASSENGER CAR,UNITED STATES (USA)
19XFC2F53GE018834,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2016,PASSENGER CAR,UNITED STATES (USA)
19XFC2F55GE002943,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2016,PASSENGER CAR,UNITED STATES (USA)
19XFC2F56GE001168,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2016,PASSENGER CAR,UNITED STATES (USA)
19XFC2F5XGE003800,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Civic,2016,PASSENGER CAR,UNITED STATES (USA)
19XZE4F10KE005452,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Insight,2019,PASSENGER CAR,UNITED STATES (USA)
19XZE4F11KE002589,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Insight,2019,PASSENGER CAR,UNITED STATES (USA)
19XZE4F1XKE004700,0,"AMERICAN HONDA MOTOR CO., INC.",988,HONDA,Insight,2019,PASSENGER CAR,UNITED STATES (USA)
1ACCN5354DK103861,1,AMERICAN MOTORS CORP.,4479,AMERICAN MOTORS,Eagle 50,1983,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1ACCN5357DK106747,0,AMERICAN MOTORS CORP.,4479,AMERICAN MOTORS,Eagle 50,1983,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1AMBA4307BK193709,0,AMERICAN MOTORS CORP.,4479,AMERICAN MOTORS,Spirit,1981,PASSENGER CAR,UNITED STATES (USA)
1AMBM4308BK213327,0,AMERICAN MOTORS CORP.,4479,AMERICAN MOTORS,Spirit,1981,PASSENGER CAR,UNITED STATES (USA)
1AMCA0552CK170328,0,AMERICAN MOTORS CORP.,4479,AMERICAN MOTORS,Concord,1982,PASSENGER CAR,UNITED STATES (USA)
1AMCA0553CK112566,0,AMERICAN MOTORS CORP.,4479,AMERICAN MOTORS,Concord,1982,PASSENGER CAR,UNITED STATES (USA)
1AMEW9533DK114347,"5,14",AMERICAN MOTORS CORP.,4479,AMERICAN MOTORS,,1983,PASSENGER CAR,UNITED STATES (USA)
1B3AA46KXRF117551,0,FCA US LLC,994,DODGE,Spirit,1994,PASSENGER CAR,UNITED STATES (USA)
1B3BA44D8EG125189,0,FCA US LLC,994,DODGE,Daytona,1984,PASSENGER CAR,UNITED STATES (USA)
1B3BA46K4KF407486,0,FCA US LLC,994,DODGE,Spirit,1989,PASSENGER CAR,UNITED STATES (USA)
1B3BE46C3DC122876,0,FCA US LLC,994,DODGE,600,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BE46G5DC128567,0,FCA US LLC,994,DODGE,600,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BK26B8BC178099,0,FCA US LLC,994,DODGE,ARIES,1981,PASSENGER CAR,UNITED STATES (USA)
1B3BK41B8BC105687,0,FCA US LLC,994,DODGE,ARIES,1981,PASSENGER CAR,UNITED STATES (USA)
1B3BL14A2BD297715,0,FCA US LLC,994,DODGE,OMNI,1981,PASSENGER CAR,UNITED STATES (USA)
1B3BL14A6BD208440,0,FCA US LLC,994,DODGE,OMNI,1981,PASSENGER CAR,UNITED STATES (USA)
1B3BM46N6BG148561,0,FCA US LLC,994,DODGE,DIPLOMAT,1981,PASSENGER CAR,UNITED STATES (USA)
1B3BM46N8BG151445,0,FCA US LLC,994,DODGE,DIPLOMAT,1981,PASSENGER CAR,UNITED STATES (USA)
1B3BM46N8BG151820,0,FCA US LLC,994,DODGE,DIPLOMAT,1981,PASSENGER CAR,UNITED STATES (USA)
1B3BS44DXHN416239,0,FCA US LLC,994,DODGE,Shadow,1987,PASSENGER CAR,UNITED STATES (USA)
1B3BV41B3CG166527,0,FCA US LLC,994,DODGE,400,1982,PASSENGER CAR,UNITED STATES (USA)
1B3BV41BXCG102498,0,FCA US LLC,994,DODGE,400,1982,PASSENGER CAR,UNITED STATES (USA)
1B3BV51B8CG102585,0,FCA US LLC,994,DODGE,400,1982,PASSENGER CAR,UNITED STATES (USA)
1B3BX48D3FN105745,0,FCA US LLC,994,DODGE,LANCER,1985,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18A1CD200224,0,FCA US LLC,994,DODGE,OMNI,1982,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18A4ED361511,0,FCA US LLC,994,DODGE,OMNI,1984,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18A6ED361509,0,FCA US LLC,994,DODGE,OMNI,1984,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C1DD284791,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C3DD265322,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C4DD261943,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C5DD265323,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C5DD284793,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C6DD236056,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C6DD292501,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C7DD168463,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C8DD270483,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18C9DD300705,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3BZ18CXDD278455,0,FCA US LLC,994,DODGE,OMNI,1983,PASSENGER CAR,UNITED STATES (USA)
1B3CB1HA5BD111229,0,FCA US LLC,994,DODGE,Caliber,2011,PASSENGER CAR,UNITED STATES (USA)
1B3CB1HA7BD111233,0,FCA US LLC,994,DODGE,Caliber,2011,PASSENGER CAR,UNITED STATES (USA)
1B3CB3HA7BD106206,0,FCA US LLC,994,DODGE,Caliber,2011,PASSENGER CAR,UNITED STATES (USA)
1B3CC4FB2AN114091,0,FCA US LLC,994,DODGE,Avenger,2010,PASSENGER CAR,UNITED STATES (USA)
1B3CS48D4JN331031,0,FCA US LLC,994,DODGE,Shadow,1988,PASSENGER CAR,UNITED STATES (USA)
1B3EJ46C7VN554773,0,FCA US LLC,994,DODGE,Stratus,1997,PASSENGER CAR,UNITED STATES (USA)
1B3EJ46X5WN115592,0,FCA US LLC,994,DODGE,Stratus,1998,PASSENGER CAR,UNITED STATES (USA)
1B3EJ46X81N545674,0,FCA US LLC,994,DODGE,Stratus,2001,PASSENGER CAR,UNITED STATES (USA)
1B3EJ46X8WN112749,0,FCA US LLC,994,DODGE,Stratus,1998,PASSENGER CAR,UNITED STATES (USA)
1B3EJ46X91N536935,0,FCA US LLC,994,DODGE,Stratus,2001,PASSENGER CAR,UNITED STATES (USA)
1B3EJ56H9SN528687,0,FCA US LLC,994,DODGE,Stratus,1995,PASSENGER CAR,UNITED STATES (USA)
1B3EL46X46N102360,0,FCA US LLC,994,DODGE,Stratus,2006,PASSENGER CAR,UNITED STATES (USA)
1B3ES26C52D567041,0,FCA US LLC,994,DODGE,Neon,2002,PASSENGER CAR,UNITED STATES (USA)
1B3ES27C6TD582115,0,FCA US LLC,994,DODGE,Neon,1996,PASSENGER CAR,UNITED STATES (USA)
1B3ES27C8VD111120,0,FCA US LLC,994,DODGE,Neon,1997,PASSENGER CAR,UNITED STATES (USA)
1B3ES42C1WD500427,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES42Y5WD533118,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C12D550443,0,FCA US LLC,994,DODGE,Neon,2002,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C31D112926,0,FCA US LLC,994,DODGE,Neon,2001,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C31D288391,0,FCA US LLC,994,DODGE,Neon,2001,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C3YD546354,0,FCA US LLC,994,DODGE,Neon,2000,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C51D112930,0,FCA US LLC,994,DODGE,Neon,2001,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C5YD576715,0,FCA US LLC,994,DODGE,Neon,2000,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C5YD694862,0,FCA US LLC,994,DODGE,Neon,2000,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C71D112928,0,FCA US LLC,994,DODGE,Neon,2001,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C71D190982,0,FCA US LLC,994,DODGE,Neon,2001,PASSENGER CAR,UNITED STATES (USA)
1B3ES46C91D112929,0,FCA US LLC,994,DODGE,Neon,2001,PASSENGER CAR,UNITED STATES (USA)
1B3ES46CXYD503808,0,FCA US LLC,994,DODGE,Neon,2000,PASSENGER CAR,UNITED STATES (USA)
1B3ES46CXYD716967,0,FCA US LLC,994,DODGE,Neon,2000,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C0TD681329,0,FCA US LLC,994,DODGE,Neon,1996,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C0WD578397,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C1TD600127,0,FCA US LLC,994,DODGE,Neon,1996,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C1WD550365,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C3WD609738,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C4SD502336,0,FCA US LLC,994,DODGE,Neon,1995,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C5WD624757,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C6WD567677,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C6WD621284,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C7TD514496,0,FCA US LLC,994,DODGE,Neon,1996,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C7TD521089,0,FCA US LLC,994,DODGE,Neon,1996,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C8WD642041,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES47C9WD507540,0,FCA US LLC,994,DODGE,Neon,1998,PASSENGER CAR,UNITED STATES (USA)
1B3ES56C82D621773,0,FCA US LLC,994,DODGE,Neon,2002,PASSENGER CAR,UNITED STATES (USA)
1B3HB28B78D666227,0,FCA US LLC,994,DODGE,Caliber,2008,PASSENGER CAR,UNITED STATES (USA)
1B3HB28B87D505206,0,FCA US LLC,994,DODGE,Caliber,2007,PASSENGER CAR,UNITED STATES (USA)
1B3HB48C97D525176,0,FCA US LLC,994,DODGE,Caliber,2007,PASSENGER CAR,UNITED STATES (USA)
1B3LC46K18N571937,0,FCA US LLC,994,DODGE,Avenger,2008,PASSENGER CAR,UNITED STATES (USA)
1B3LC56B29N523158,0,FCA US LLC,994,DODGE,Avenger,2009,PASSENGER CAR,UNITED STATES (USA)
1B3LC56R38N110614,0,FCA US LLC,994,DODGE,Avenger,2008,PASSENGER CAR,UNITED STATES (USA)
1B3XA46K1LF700091,0,FCA US LLC,994,DODGE,Spirit,1990,PASSENGER CAR,UNITED STATES (USA)
1B3XC4631LD716225,0,FCA US LLC,994,DODGE,Dynasty,1990,PASSENGER CAR,UNITED STATES (USA)
1B3XC46K8MD295063,0,FCA US LLC,994,DODGE,Dynasty,1991,PASSENGER CAR,UNITED STATES (USA)
1B3XC46R8PD110947,0,FCA US LLC,994,DODGE,Dynasty,1993,PASSENGER CAR,UNITED STATES (USA)
1B3XG24K1KG155797,0,FCA US LLC,994,DODGE,Daytona,1989,PASSENGER CAR,UNITED STATES (USA)
1B3XM56PXKW326359,0,FCA US LLC,994,DODGE,DIPLOMAT,1989,PASSENGER CAR,UNITED STATES (USA)
1B3XP28D1MN561430,0,FCA US LLC,994,DODGE,Shadow,1991,PASSENGER CAR,UNITED STATES (USA)
1B3XP28K1PN523490,0,FCA US LLC,994,DODGE,Shadow,1993,PASSENGER CAR,UNITED STATES (USA)
1B3XP48K2LN195065,0,FCA US LLC,994,DODGE,Shadow,1990,PASSENGER CAR,UNITED STATES (USA)
1B3YA44K0JG436327,0,FCA US LLC,994,DODGE,Daytona,1988,PASSENGER CAR,UNITED STATES (USA)
1B4GP25B01B134574,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP25B21B135936,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP44G2XB574877,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1999,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP44G3XB557456,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1999,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP44GXXB870715,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1999,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP44R5TB245375,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1996,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP44R8TB107880,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1996,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP45R1TB376396,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1996,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP45R9TB377067,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1996,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP54L9VB465297,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1997,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP54R2VB268718,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1997,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP54R2VB314046,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1997,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP54R2VB358113,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1997,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4GP54R7VB200303,0,FCA US LLC,994,DODGE,Caravan/Grand Caravan,1997,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4HS28N01F538346,0,FCA US LLC,994,DODGE,Durango,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4HS28N11F566141,0,FCA US LLC,994,DODGE,Durango,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4HS28Y0WF116904,0,FCA US LLC,994,DODGE,Durango,1998,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4HS28Y1WF134537,0,FCA US LLC,994,DODGE,Durango,1998,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B4HS28Y7XF500535,0,FCA US LLC,994,DODGE,Durango,1999,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B7EN14C5HS429863,0,FCA US LLC,994,DODGE,Dakota,1987,TRUCK,UNITED STATES (USA)
1B7EZ44B8CD173048,0,FCA US LLC,994,DODGE,Rampage,1982,TRUCK,UNITED STATES (USA)
1B7FD04H7HS520646,0,FCA US LLC,994,DODGE,D-Series,1987,TRUCK,UNITED STATES (USA)
1B7FD14X5JS676946,0,FCA US LLC,994,DODGE,D-Series,1988,TRUCK,UNITED STATES (USA)
1B7FL16G4NS533993,0,FCA US LLC,994,DODGE,Dakota,1992,TRUCK,UNITED STATES (USA)
1B7FL26X0XS100874,0,FCA US LLC,994,DODGE,Dakota,1999,TRUCK,UNITED STATES (USA)
1B7FL26X5WS613522,0,FCA US LLC,994,DODGE,Dakota,1998,TRUCK,UNITED STATES (USA)
1B7FL26XXPS104513,0,FCA US LLC,994,DODGE,Dakota,1993,TRUCK,UNITED STATES (USA)
1B7FL26XXRS501528,0,FCA US LLC,994,DODGE,Dakota,1994,TRUCK,UNITED STATES (USA)
1B7GEO6X5LS716048,"1,3,14,400",FCA US LLC,994,DODGE,D-Series,1990,TRUCK,UNITED STATES (USA)
1B7GEO6XXLS617712,"1,3,14,400",FCA US LLC,994,DODGE,D-Series,1990,TRUCK,UNITED STATES (USA)
1B7GG26X9LS644714,0,FCA US LLC,994,DODGE,Dakota,1990,TRUCK,UNITED STATES (USA)
1B7GG2AN31S123877,0,FCA US LLC,994,DODGE,Dakota,2001,TRUCK,UNITED STATES (USA)
1B7GL12X72S660632,0,FCA US LLC,994,DODGE,Dakota,2002,TRUCK,UNITED STATES (USA)
1B7GL22X2WS628991,0,FCA US LLC,994,DODGE,Dakota,1998,TRUCK,UNITED STATES (USA)
1B7GL22X2XS108890,0,FCA US LLC,994,DODGE,Dakota,1999,TRUCK,UNITED STATES (USA)
1B7GL22X8XS147368,0,FCA US LLC,994,DODGE,Dakota,1999,TRUCK,UNITED STATES (USA)
1B7GL23X6VS147669,0,FCA US LLC,994,DODGE,Dakota,1997,TRUCK,UNITED STATES (USA)
1B7GL26X5RS541374,0,FCA US LLC,994,DODGE,Dakota,1994,TRUCK,UNITED STATES (USA)
1B7GL2AX11S188580,0,FCA US LLC,994,DODGE,Dakota,2001,TRUCK,UNITED STATES (USA)
1B7HA18N22J102645,0,FCA US LLC,994,DODGE,Ram,2002,TRUCK,UNITED STATES (USA)
1B7HC13Y1WJ117235,0,FCA US LLC,994,DODGE,Ram,1998,TRUCK,UNITED STATES (USA)
1B7HC16X71S138290,0,FCA US LLC,994,DODGE,Ram,2001,TRUCK,UNITED STATES (USA)
1B7HC16Y4XS167294,0,FCA US LLC,994,DODGE,Ram,1999,TRUCK,UNITED STATES (USA)
1B7HC16Y6XS167295,0,FCA US LLC,994,DODGE,Ram,1999,TRUCK,UNITED STATES (USA)
1B7HC16Y7RS549483,0,FCA US LLC,994,DODGE,Ram,1994,TRUCK,UNITED STATES (USA)
1B7HE16X2PS128950,0,FCA US LLC,994,DODGE,D-Series,1993,TRUCK,UNITED STATES (USA)
1B7HE16Y4NS500049,0,FCA US LLC,994,DODGE,D-Series,1992,TRUCK,UNITED STATES (USA)
1B8GP25R32B517793,0,FCA US LLC,994,DODGE,Caravan,2002,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B8HS78Z52F173047,0,FCA US LLC,994,DODGE,Durango,2002,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1B8HS78ZX2F199806,0,FCA US LLC,994,DODGE,Durango,2002,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA)
1BABMBBA8SF064683,0,BLUE BIRD BODY COMPANY,1044,BLUE BIRD,All American / All Canada,1995,BUS,UNITED STATES (USA)
1C3AL46U51N546511,0,FCA US LLC,994,CHRYSLER,Sebring,2001,PASSENGER CAR,UNITED STATES (USA)
1C3AL46X01N523230,0,FCA US LLC,994,CHRYSLER,Sebring,2001,PASSENGER CAR,UNITED STATES (USA)
1C3AN69L14X003352,0,FCA US LLC,994,CHRYSLER,Crossfire,2004,PASSENGER CAR,GERMANY
1C3AN69L34X000260,0,FCA US LLC,994,CHRYSLER,Crossfire,2004,PASSENGER CAR,GERMANY
1C3BC45B1CG179876,0,FCA US LLC,994,CHRYSLER,LeBaron,1982,PASSENGER CAR,UNITED STATES (USA)
1C3BC45B8CG173704,0,FCA US LLC,994,CHRYSLER,LeBaron,1982,PASSENGER CAR,UNITED STATES (USA)
1C3BH48D9FN101781,0,FCA US LLC,994,CHRYSLER,LeBaron,1985,PASSENGER CAR,UNITED STATES (USA)
1C3BU4638JD122349,0,FCA US LLC,994,CHRYSLER,New Yorker,1988,PASSENGER CAR,UNITED STATES (USA)
1C3CCBAB1CN101544,0,FCA US LLC,994,CHRYSLER,200,2012,PASSENGER CAR,UNITED STATES (USA)
1C3CCBAB1CN106243,0,FCA US LLC,994,CHRYSLER,200,2012,PASSENGER CAR,UNITED STATES (USA)
1C3CCBAB8CN106241,0,FCA US LLC,994,CHRYSLER,200,2012,PASSENGER CAR,UNITED STATES (USA)
1C3CCCAB0FN536811,0,FCA US LLC,994,CHRYSLER,200,2015,PASSENGER CAR,UNITED STATES (USA)
1C3CCCAB1FN502389,0,FCA US LLC,994,CHRYSLER,200,2015,PASSENGER CAR,UNITED STATES (USA)
1C3CCCAB4FN536083,0,FCA US LLC,994,CHRYSLER,200,2015,PASSENGER CAR,UNITED STATES (USA)
1C3CCCEG8HN500809,0,FCA US LLC,994,CHRYSLER,200,2017,PASSENGER CAR,UNITED STATES (USA)
1C3CDFAA2DD149198,0,FCA US LLC,994,DODGE,Dart,2013,PASSENGER CAR,UNITED STATES (USA)
